"","id","bloque","defi_estim","estim","num_estim","error","cong","latencia"
"1",1,"1","Pepsi,Coca Cola","Foto Coke",0,0,0,1968
"2",1,"1","Pepsi,Coca Cola","Foto Pepsi",1,0,0,790
"3",1,"1","Pepsi,Coca Cola","Foto Coke",2,0,0,906
"4",1,"1","Pepsi,Coca Cola","Foto Coke",3,0,0,837
"5",1,"1","Pepsi,Coca Cola","Foto Pepsi",4,0,0,598
"6",1,"1","Pepsi,Coca Cola","Foto Pepsi",5,0,0,612
"7",1,"1","Pepsi,Coca Cola","Foto Coke",6,0,0,636
"8",1,"1","Pepsi,Coca Cola","Foto Coke",7,0,0,725
"9",1,"1","Pepsi,Coca Cola","Foto Coke",8,0,0,663
"10",1,"1","Pepsi,Coca Cola","Foto Coke",9,1,0,953
"11",1,"1","Pepsi,Coca Cola","Foto Pepsi",10,0,0,932
"12",1,"1","Pepsi,Coca Cola","Foto Pepsi",11,0,0,675
"13",1,"1","Pepsi,Coca Cola","Foto Pepsi",12,0,0,569
"14",1,"1","Pepsi,Coca Cola","Foto Pepsi",13,0,0,584
"15",1,"2","Atributos positivos,Atributos negativos","Solidaria",0,0,0,1044
"16",1,"2","Atributos positivos,Atributos negativos","Alegre",1,0,0,555
"17",1,"2","Atributos positivos,Atributos negativos","Aburrida",2,0,0,636
"18",1,"2","Atributos positivos,Atributos negativos","Deshonesta",3,0,0,611
"19",1,"2","Atributos positivos,Atributos negativos","Egoista",4,0,0,608
"20",1,"2","Atributos positivos,Atributos negativos","Comprometida",5,0,0,621
"21",1,"2","Atributos positivos,Atributos negativos","Amistosa",6,0,0,707
"22",1,"2","Atributos positivos,Atributos negativos","Desagradable",7,0,0,739
"23",1,"2","Atributos positivos,Atributos negativos","Solidaria",8,0,0,727
"24",1,"2","Atributos positivos,Atributos negativos","Amistosa",9,0,0,716
"25",1,"2","Atributos positivos,Atributos negativos","Alegre",10,0,0,535
"26",1,"2","Atributos positivos,Atributos negativos","Aburrida",11,0,0,542
"27",1,"2","Atributos positivos,Atributos negativos","Egoista",12,0,0,641
"28",1,"2","Atributos positivos,Atributos negativos","Deshonesta",13,0,0,461
"29",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",0,0,0,1754
"30",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Egoista",1,0,0,658
"31",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",2,1,0,1322
"32",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Aburrida",3,0,0,818
"33",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",4,0,0,765
"34",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Desagradable",5,0,0,527
"35",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",6,0,0,524
"36",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Solidaria",7,0,0,517
"37",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",8,0,0,578
"38",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Deshonesta",9,0,0,936
"39",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",10,0,0,803
"40",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Amistosa",11,1,0,879
"41",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",12,0,0,869
"42",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Alegre",13,0,0,952
"43",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",14,0,0,703
"44",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Comprometida",15,0,0,577
"45",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",16,0,0,607
"46",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Egoista",17,0,0,551
"47",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",18,0,0,696
"48",1,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Solidaria",19,0,0,718
"49",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",0,0,0,586
"50",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Egoista",1,0,0,635
"51",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",2,0,0,752
"52",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Aburrida",3,0,0,525
"53",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",4,0,0,502
"54",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Deshonesta",5,0,0,604
"55",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",6,0,0,517
"56",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Amistosa",7,0,0,582
"57",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",8,1,0,1144
"58",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Desagradable",9,0,0,1035
"59",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",10,0,0,616
"60",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Egoista",11,0,0,615
"61",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",12,0,0,872
"62",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Comprometida",13,0,0,643
"63",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",14,1,0,1340
"64",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Solidaria",15,0,0,571
"65",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",16,0,0,530
"66",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Alegre",17,0,0,616
"67",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",18,0,0,637
"68",1,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Solidaria",19,0,0,532
"69",1,"5","Coca Cola,Pepsi","Foto Pepsi",0,0,0,942
"70",1,"5","Coca Cola,Pepsi","Foto Pepsi",1,1,0,941
"71",1,"5","Coca Cola,Pepsi","Foto Pepsi",2,0,0,545
"72",1,"5","Coca Cola,Pepsi","Foto Pepsi",3,1,0,773
"73",1,"5","Coca Cola,Pepsi","Foto Pepsi",4,0,0,783
"74",1,"5","Coca Cola,Pepsi","Foto Pepsi",5,1,0,1418
"75",1,"5","Coca Cola,Pepsi","Foto Pepsi",6,0,0,424
"76",1,"5","Coca Cola,Pepsi","Foto Pepsi",7,0,0,451
"77",1,"5","Coca Cola,Pepsi","Foto Pepsi",8,0,0,770
"78",1,"5","Coca Cola,Pepsi","Foto Coke",9,0,0,552
"79",1,"5","Coca Cola,Pepsi","Foto Pepsi",10,0,0,599
"80",1,"5","Coca Cola,Pepsi","Foto Pepsi",11,0,0,565
"81",1,"5","Coca Cola,Pepsi","Foto Pepsi",12,0,0,458
"82",1,"5","Coca Cola,Pepsi","Foto Pepsi",13,0,0,469
"83",1,"5","Coca Cola,Pepsi","Foto Coke",14,0,0,623
"84",1,"5","Coca Cola,Pepsi","Foto Coke",15,1,0,808
"85",1,"5","Coca Cola,Pepsi","Foto Coke",16,0,0,632
"86",1,"5","Coca Cola,Pepsi","Foto Coke",17,0,0,557
"87",1,"5","Coca Cola,Pepsi","Foto Coke",18,1,0,806
"88",1,"5","Coca Cola,Pepsi","Foto Coke",19,0,0,783
"89",1,"5","Coca Cola,Pepsi","Foto Coke",20,0,0,797
"90",1,"5","Coca Cola,Pepsi","Foto Coke",21,0,0,461
"91",1,"5","Coca Cola,Pepsi","Foto Coke",22,0,0,406
"92",1,"5","Coca Cola,Pepsi","Foto Coke",23,0,0,514
"93",1,"5","Coca Cola,Pepsi","Foto Coke",24,0,0,437
"94",1,"5","Coca Cola,Pepsi","Foto Coke",25,0,0,396
"95",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",0,0,0,1313
"96",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Solidaria",1,0,0,1310
"97",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",2,0,0,695
"98",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Aburrida",3,0,0,552
"99",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",4,0,0,508
"100",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Amistosa",5,0,0,560
"101",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",6,0,0,709
"102",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Deshonesta",7,0,0,540
"103",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",8,0,0,725
"104",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Desagradable",9,0,0,522
"105",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",10,0,0,606
"106",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Alegre",11,1,0,978
"107",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",12,0,0,934
"108",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Egoista",13,0,0,698
"109",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",14,0,0,556
"110",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Desagradable",15,0,0,643
"111",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",16,1,0,869
"112",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Comprometida",17,0,0,969
"113",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",18,0,0,695
"114",1,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Solidaria",19,0,0,432
"115",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",0,0,0,812
"116",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Egoista",1,0,0,647
"117",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",2,0,0,848
"118",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Deshonesta",3,0,0,471
"119",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",4,0,0,590
"120",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Desagradable",5,0,0,528
"121",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",6,1,0,942
"122",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Amistosa",7,0,0,645
"123",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",8,1,0,1070
"124",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Alegre",9,0,0,553
"125",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",10,0,0,563
"126",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Aburrida",11,0,0,578
"127",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",12,0,0,530
"128",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Egoista",13,0,0,493
"129",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",14,1,0,969
"130",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Solidaria",15,0,0,576
"131",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",16,0,0,680
"132",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Comprometida",17,0,0,479
"133",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",18,0,0,449
"134",1,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Alegre",19,0,0,437
"135",2,"1","Pepsi,Coca Cola","Foto Pepsi",0,0,0,903
"136",2,"1","Pepsi,Coca Cola","Foto Coke",1,0,0,992
"137",2,"1","Pepsi,Coca Cola","Foto Coke",2,0,0,749
"138",2,"1","Pepsi,Coca Cola","Foto Coke",3,0,0,637
"139",2,"1","Pepsi,Coca Cola","Foto Pepsi",4,0,0,659
"140",2,"1","Pepsi,Coca Cola","Foto Coke",5,0,0,980
"141",2,"1","Pepsi,Coca Cola","Foto Pepsi",6,0,0,704
"142",2,"1","Pepsi,Coca Cola","Foto Pepsi",7,0,0,558
"143",2,"1","Pepsi,Coca Cola","Foto Pepsi",8,0,0,610
"144",2,"1","Pepsi,Coca Cola","Foto Pepsi",9,0,0,557
"145",2,"1","Pepsi,Coca Cola","Foto Coke",10,0,0,600
"146",2,"1","Pepsi,Coca Cola","Foto Coke",11,0,0,562
"147",2,"1","Pepsi,Coca Cola","Foto Pepsi",12,0,0,831
"148",2,"1","Pepsi,Coca Cola","Foto Coke",13,0,0,833
"149",2,"2","Atributos positivos,Atributos negativos","Aburrida",0,0,0,1315
"150",2,"2","Atributos positivos,Atributos negativos","Egoista",1,0,0,588
"151",2,"2","Atributos positivos,Atributos negativos","Solidaria",2,0,0,554
"152",2,"2","Atributos positivos,Atributos negativos","Desagradable",3,0,0,580
"153",2,"2","Atributos positivos,Atributos negativos","Alegre",4,0,0,622
"154",2,"2","Atributos positivos,Atributos negativos","Deshonesta",5,0,0,685
"155",2,"2","Atributos positivos,Atributos negativos","Deshonesta",6,0,0,430
"156",2,"2","Atributos positivos,Atributos negativos","Desagradable",7,0,0,455
"157",2,"2","Atributos positivos,Atributos negativos","Aburrida",8,0,0,455
"158",2,"2","Atributos positivos,Atributos negativos","Amistosa",9,0,0,533
"159",2,"2","Atributos positivos,Atributos negativos","Comprometida",10,0,0,482
"160",2,"2","Atributos positivos,Atributos negativos","Comprometida",11,0,0,409
"161",2,"2","Atributos positivos,Atributos negativos","Solidaria",12,0,0,479
"162",2,"2","Atributos positivos,Atributos negativos","Alegre",13,0,0,379
"163",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",0,0,0,974
"164",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Aburrida",1,0,0,774
"165",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",2,0,0,567
"166",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Alegre",3,0,0,712
"167",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",4,0,0,1136
"168",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Solidaria",5,0,0,559
"169",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",6,0,0,607
"170",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Amistosa",7,0,0,440
"171",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",8,0,0,1465
"172",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Desagradable",9,0,0,588
"173",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",10,0,0,741
"174",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Comprometida",11,0,0,501
"175",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",12,0,0,523
"176",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Deshonesta",13,0,0,480
"177",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",14,0,0,537
"178",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Alegre",15,0,0,524
"179",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",16,0,0,616
"180",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Egoista",17,0,0,493
"181",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",18,0,0,598
"182",2,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Aburrida",19,0,0,436
"183",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",0,0,0,674
"184",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Aburrida",1,0,0,453
"185",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",2,0,0,487
"186",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Comprometida",3,0,0,508
"187",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",4,0,0,511
"188",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Alegre",5,0,0,550
"189",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",6,0,0,501
"190",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Solidaria",7,0,0,494
"191",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",8,0,0,569
"192",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Desagradable",9,0,0,460
"193",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",10,0,0,537
"194",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Amistosa",11,0,0,532
"195",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",12,0,0,671
"196",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Amistosa",13,0,0,482
"197",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",14,0,0,529
"198",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Egoista",15,0,0,518
"199",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",16,0,0,741
"200",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Deshonesta",17,0,0,551
"201",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",18,0,0,506
"202",2,"4","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Aburrida",19,0,0,513
"203",2,"5","Coca Cola,Pepsi","Foto Coke",0,0,0,829
"204",2,"5","Coca Cola,Pepsi","Foto Coke",1,0,0,489
"205",2,"5","Coca Cola,Pepsi","Foto Pepsi",2,1,0,949
"206",2,"5","Coca Cola,Pepsi","Foto Coke",3,0,0,672
"207",2,"5","Coca Cola,Pepsi","Foto Coke",4,0,0,764
"208",2,"5","Coca Cola,Pepsi","Foto Pepsi",5,0,0,578
"209",2,"5","Coca Cola,Pepsi","Foto Pepsi",6,0,0,598
"210",2,"5","Coca Cola,Pepsi","Foto Coke",7,1,0,1054
"211",2,"5","Coca Cola,Pepsi","Foto Coke",8,0,0,674
"212",2,"5","Coca Cola,Pepsi","Foto Coke",9,0,0,635
"213",2,"5","Coca Cola,Pepsi","Foto Coke",10,0,0,528
"214",2,"5","Coca Cola,Pepsi","Foto Coke",11,0,0,527
"215",2,"5","Coca Cola,Pepsi","Foto Coke",12,1,0,828
"216",2,"5","Coca Cola,Pepsi","Foto Pepsi",13,0,0,579
"217",2,"5","Coca Cola,Pepsi","Foto Coke",14,0,0,728
"218",2,"5","Coca Cola,Pepsi","Foto Coke",15,0,0,1451
"219",2,"5","Coca Cola,Pepsi","Foto Pepsi",16,0,0,644
"220",2,"5","Coca Cola,Pepsi","Foto Coke",17,0,0,746
"221",2,"5","Coca Cola,Pepsi","Foto Pepsi",18,1,0,1169
"222",2,"5","Coca Cola,Pepsi","Foto Pepsi",19,0,0,530
"223",2,"5","Coca Cola,Pepsi","Foto Pepsi",20,0,0,521
"224",2,"5","Coca Cola,Pepsi","Foto Pepsi",21,0,0,391
"225",2,"5","Coca Cola,Pepsi","Foto Pepsi",22,0,0,353
"226",2,"5","Coca Cola,Pepsi","Foto Pepsi",23,0,0,390
"227",2,"5","Coca Cola,Pepsi","Foto Pepsi",24,0,0,542
"228",2,"5","Coca Cola,Pepsi","Foto Pepsi",25,0,0,576
"229",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",0,0,0,820
"230",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Comprometida",1,0,0,582
"231",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",2,0,0,628
"232",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Solidaria",3,0,0,395
"233",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",4,0,0,402
"234",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Alegre",5,0,0,428
"235",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",6,1,0,810
"236",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Aburrida",7,0,0,444
"237",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",8,0,0,560
"238",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Deshonesta",9,0,0,503
"239",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",10,1,0,763
"240",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Desagradable",11,0,0,611
"241",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",12,0,0,664
"242",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Amistosa",13,0,0,505
"243",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",14,0,0,741
"244",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Solidaria",15,0,0,609
"245",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",16,0,0,504
"246",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Egoista",17,0,0,436
"247",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",18,0,0,560
"248",2,"6","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Egoista",19,0,0,444
"249",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",0,0,0,668
"250",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Deshonesta",1,0,0,411
"251",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",2,0,0,390
"252",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Egoista",3,0,0,379
"253",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",4,0,0,443
"254",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Alegre",5,0,0,437
"255",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",6,0,0,596
"256",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Desagradable",7,0,0,473
"257",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",8,0,0,690
"258",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Solidaria",9,0,0,504
"259",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",10,0,0,704
"260",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Aburrida",11,0,0,484
"261",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Coke",12,0,0,652
"262",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Aburrida",13,0,0,532
"263",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",14,1,0,699
"264",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Amistosa",15,0,0,570
"265",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",16,1,0,996
"266",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Comprometida",17,0,0,530
"267",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Foto Pepsi",18,0,0,542
"268",2,"7","Coca Cola/Atributos positivos,Pepsi/Atributos negativos","Amistosa",19,0,0,385
"269",3,"1","Pepsi,Coca Cola","Foto Coke",0,0,0,1458
"270",3,"1","Pepsi,Coca Cola","Foto Pepsi",1,0,0,968
"271",3,"1","Pepsi,Coca Cola","Foto Pepsi",2,0,0,776
"272",3,"1","Pepsi,Coca Cola","Foto Coke",3,0,0,759
"273",3,"1","Pepsi,Coca Cola","Foto Pepsi",4,0,0,804
"274",3,"1","Pepsi,Coca Cola","Foto Coke",5,0,0,668
"275",3,"1","Pepsi,Coca Cola","Foto Pepsi",6,0,0,610
"276",3,"1","Pepsi,Coca Cola","Foto Coke",7,0,0,673
"277",3,"1","Pepsi,Coca Cola","Foto Pepsi",8,0,0,653
"278",3,"1","Pepsi,Coca Cola","Foto Coke",9,0,0,635
"279",3,"1","Pepsi,Coca Cola","Foto Coke",10,0,0,679
"280",3,"1","Pepsi,Coca Cola","Foto Pepsi",11,0,0,491
"281",3,"1","Pepsi,Coca Cola","Foto Pepsi",12,0,0,544
"282",3,"1","Pepsi,Coca Cola","Foto Coke",13,0,0,654
"283",3,"2","Atributos positivos,Atributos negativos","Solidaria",0,0,0,1252
"284",3,"2","Atributos positivos,Atributos negativos","Alegre",1,0,0,565
"285",3,"2","Atributos positivos,Atributos negativos","Comprometida",2,0,0,515
"286",3,"2","Atributos positivos,Atributos negativos","Egoista",3,0,0,564
"287",3,"2","Atributos positivos,Atributos negativos","Amistosa",4,0,0,621
"288",3,"2","Atributos positivos,Atributos negativos","Amistosa",5,0,0,427
"289",3,"2","Atributos positivos,Atributos negativos","Desagradable",6,0,0,659
"290",3,"2","Atributos positivos,Atributos negativos","Comprometida",7,0,0,559
"291",3,"2","Atributos positivos,Atributos negativos","Aburrida",8,0,0,540
"292",3,"2","Atributos positivos,Atributos negativos","Deshonesta",9,0,0,590
"293",3,"2","Atributos positivos,Atributos negativos","Alegre",10,0,0,623
"294",3,"2","Atributos positivos,Atributos negativos","Egoista",11,0,0,502
"295",3,"2","Atributos positivos,Atributos negativos","Aburrida",12,0,0,1069
"296",3,"2","Atributos positivos,Atributos negativos","Desagradable",13,0,0,689
"297",3,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",0,0,0,1107
"298",3,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Deshonesta",1,0,0,679
"299",3,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",2,0,0,572
"300",3,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Amistosa",3,0,0,579
"301",3,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",4,0,0,548
"302",3,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Desagradable",5,0,0,425
"303",3,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Pepsi",6,1,0,910
"304",3,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Comprometida",7,0,0,517
"305",3,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Foto Coke",8,0,0,521
"306",3,"3","Pepsi/Atributos positivos,Coca Cola/Atributos negativos","Aburrida",9,0,0,483
